ID,theta_mean,theta_std,omega_mean,omega_std,r_mean,r_std,motor,age,gender,total_trials,success_rate,color_match_rate,num_match_rate,shape_match_rate,solved,num_unlock,unlock_time
D001,0.2396457644493745,0.06976433121942206,1.2200598154063933,0.2517925817324824,0.11326063439922643,0.09493589462157145,0.7857142857142857,8.86,Boy,14,0.35714285714285715,0.35714285714285715,0.5714285714285714,0.0,1,5,122.96
D002,0.0815346647089621,0.031243279466140035,1.217224116504425,0.25830668669801055,0.04158120063476119,0.03760861347176319,0.9411764705882353,7.51,Girl,34,0.08823529411764706,0.08823529411764706,0.14705882352941177,0.058823529411764705,0,3,300.0
D003,0.08089820866142526,0.030137665335679187,1.2183764942878381,0.2558331966331303,0.04421009392052379,0.03942503996454517,0.96875,8.67,Girl,32,0.09375,0.21875,0.125,0.15625,0,3,300.0
D004,0.07688312594740673,0.026760500953522136,1.2154103943540964,0.25148833844970553,0.0411359956447556,0.03656020547714977,1.0,8.02,Girl,44,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.022727272727272728,1,5,170.27
D005,0.10244475083116407,0.036890767833867216,1.227296967234331,0.27037176766062443,0.06037936457771015,0.05260098602763926,0.962962962962963,9.34,Girl,27,0.14814814814814814,0.07407407407407407,0.18518518518518517,0.07407407407407407,0,4,300.0
D006,0.17267562349137539,0.05184135687871566,1.2155015065632806,0.2546640930288479,0.10051633405595109,0.08572647612470077,1.0,9.56,Boy,16,0.3125,0.375,0.3125,0.0,1,5,128.11
D007,0.08330023292611423,0.028819214495355912,1.2137107679091546,0.25343497361379147,0.04231608598919775,0.037428591407346806,0.9761904761904762,8.33,Boy,42,0.11904761904761904,0.16666666666666666,0.14285714285714285,0.0,1,5,285.77
D008,0.08980244673872881,0.030519891181654737,1.2134778852798391,0.25052611281653187,0.04707541983693739,0.041336529750004916,0.9736842105263158,8.49,Boy,38,0.13157894736842105,0.2894736842105263,0.15789473684210525,0.0,1,5,221.92
D009,0.053170070113408824,0.02062602272120158,1.2227892694330131,0.26180543149360486,0.029272949028919658,0.026537604613240007,1.0,8.34,Boy,50,0.06,0.24,0.06,0.14,0,3,300.0
D010,0.09344843448084941,0.03226792295816202,1.2312371444880117,0.2675552023332313,0.05682573253559704,0.049171405343006076,0.9696969696969697,9.96,Girl,33,0.15151515151515152,0.3939393939393939,0.18181818181818182,0.21212121212121213,1,5,195.23
D011,0.06507421026788147,0.02347940780092956,1.2263860524985584,0.2699885080687472,0.03764252411721523,0.03339192512720706,1.0,9.73,Boy,50,0.1,0.1,0.1,0.16,1,5,111.69
D012,0.09892519052702878,0.03308503317808137,1.2176355528869733,0.2591065303364218,0.05085914198084831,0.044792468118341,0.9428571428571428,7.99,Boy,35,0.14285714285714285,0.22857142857142856,0.2,0.02857142857142857,1,5,111.69
D013,0.19847002354855914,0.057385116556303045,1.2179513641045505,0.2560256319464469,0.12019685931357414,0.10010610903437994,1.0,10.64,Girl,13,0.38461538461538464,0.46153846153846156,0.38461538461538464,0.0,1,5,182.53
D014,0.061614822234592685,0.024827886586237823,1.2274948662377037,0.27045712707712366,0.03644982166119666,0.03334333736690426,1.0,8.39,Girl,35,0.05714285714285714,0.2857142857142857,0.05714285714285714,0.2857142857142857,0,2,300.0
D015,0.03181664401207276,0.014138552577254779,1.2165210586306752,0.25207366484300536,0.015529635129656239,0.014769795927913986,0.9444444444444444,9.3,Boy,72,0.013888888888888888,0.1388888888888889,0.06944444444444445,0.06944444444444445,0,1,300.0
D017,0.08938685537477259,0.030974469421492852,1.2195882008164396,0.26148595642424033,0.05030513073455865,0.04479302161569653,1.0,9.71,Boy,36,0.1388888888888889,0.16666666666666666,0.1388888888888889,0.08333333333333333,1,5,155.07
D019,0.04723897484968842,0.018009045803013303,1.2252416711275396,0.26098819909981447,0.024515024258744175,0.022382279432649456,0.9705882352941176,8.07,Boy,68,0.058823529411764705,0.08823529411764706,0.08823529411764706,0.058823529411764705,0,4,300.0
D020,0.1674613373889104,0.05189670235360495,1.224266846379131,0.2701439795412994,0.10495968453512342,0.0881600674942351,1.0,9.61,Boy,16,0.3125,0.375,0.3125,0.125,1,5,147.53
D021,0.05183966621755911,0.020285643555047153,1.2178857448188216,0.257479308710539,0.02582049648361626,0.024023356342417097,0.9387755102040817,7.12,Boy,49,0.04081632653061224,0.5510204081632653,0.10204081632653061,0.02040816326530612,0,2,300.0
D022,0.20581965999895233,0.060285900028206815,1.2193340806685065,0.25477687243318126,0.13325662325497326,0.10773295773143976,1.0,10.01,Boy,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,5,129.07
D023,0.04990518712041148,0.01838532859101481,1.228755892244383,0.2771568682556618,0.02765277077673438,0.02498711330408847,0.967741935483871,8.22,Girl,62,0.06451612903225806,0.2903225806451613,0.0967741935483871,0.14516129032258066,0,4,300.0
D024,0.14316271607402212,0.04798291440362255,1.2347429802396717,0.27515956902338284,0.08994957557219092,0.07561144598945303,0.95,8.28,Girl,20,0.25,0.15,0.3,0.4,1,5,229.6
D025,0.06604977593020973,0.025309652746076917,1.2202086521526552,0.26502182704728877,0.036137965614758114,0.03312900958037732,1.0,7.36,Girl,40,0.075,0.2,0.075,0.1,0,3,300.0
